"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Long Run","Run","","1.16666666666667","","2025-04-12","","14034.0595703125","354","540","1497.462","","1.171830534935","3.32699990272522","","169","","142","157","","","0.71926559412407","67.43","10","30","30","0","0","0","0","","","","1","0","1","7","45","16","","","","","",""
"Long Ride","Bike","","3","","2025-04-13","","85205.859375","202","680","1659.146","","2.86694955825806","8.25599956512451","","83","","119","157","","","0.655155940776832","122.41","142","23","7","0","0","0","0","","","","91","34","21","14","6","6","","","","","",""
"Easy run","Run","","0.666666666666667","6000","2025-04-13","","8022.41015625","369","541","845.945","","0.637027263641357","3.49799990653992","","170","","135","149","","","0.753363909722239","39.6","11","27","0","0","0","0","0","","","","0","0","0","1","25","12","","","","","",""
"Easy swim","Swim","Recovery","0.75","","2025-04-14","","3000","","","","","0.724655273225572","1.14329268292683","","51","","116","148","","","0.839479619910211","42.87","43","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"Gym S&C","Strength","Core: - 2 x 15rep sit ups - 1 x 40rep toe touches - 1 x 30rep russian med ball twists - 1 x 12rep leg raises - 1 x 12rep windscreen wipers - 1 x 30sec scissor kicks - 1 x 1min plank - 2 x 45 sec side plankn Upper body: - 2 x 12rep push ups - 2 x 5rep weighted push up (10kg) - 2 x (2 x 10rep dumbell rows 20kg) - 3 x 6rep pull ups Lower body - 3 x 4rep heel raised squats (40kg)","0.75","","2025-04-14","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy ride","Bike","","0.75","","2025-04-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic swim","Swim","Main Set: 3 x - 600m - 4 x 100m pull desc 1-4","0.833333333333333","","2025-04-15","","3400","","","","","0.76984055519104","1.22258180510608","","54","","133","152","","","0.895567841672559","55.3","22","19","6","0","0","0","0","","","","","","","","","","","","","","",""
"Pulse HP Squad","Run","Main Set: - 2 x 3km @3:20pace, 1k easy inbetween","0.916666666666667","14000","2025-04-15","","12543.1796875","392","642","1266.115","","0.894765257835388","3.89400005340576","","173","","140","172","","","0.839079430785601","69.61","27","6","3","8","7","2","0","","","","1","0","0","7","21","24","","","","","",""
"Ride intervals","Bike","Main Set: - 10km tempo - 10min as 1min on 1min off - 10km tempo","2","","2025-04-16","","59350.94140625","208","680","1303.086","","1.85490798950195","8.88799953460693","","85","","130","163","","","0.721073689708614","96.33","71","4","26","10","0","0","0","","","","42","30","26","8","3","1","","","","","",""
"LT1 endurance swim","Swim","Warm Up (1400m) - 300m fins - 200m pull - 100m kick - 2 x 100m IM on 1:40 - 4 x 50m drill - 2 x 50m as 15m max sprint - 2 x 50m as 25m max sprint - 100m scull - 100m swim Main set (3800m) - 6 x 500m (2 swim, 1 pull) - 2 x 100m effort on 2:00 - 200m easy - 4 x 50m effort on 1:10 - 200m easy","1.25","","2025-04-16","","5300","","","","","1.17370916684469","1.25058990089665","","55","","134","158","","","0.915663140905193","90.11","30","20","17","4","0","0","0","","","","","","","","","","","","","","",""
"Endurance ride","Bike","","2","","2025-04-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pulse HP Squad","Run","Main Set: - 3 x 1200m ~3:40-3:45, rest 90sec - 2 x 600m @70sec pace ish - 6 x 400m @70sec, 60sec rest","0.916666666666667","14000","2025-04-17","","12690.9296875","348","849","1212.768","","0.964733898639679","3.65400004386902","","147","","134","178","","","0.805280444205304","69.24","30","13","5","5","3","2","0","","","","15","1","0","3","10","29","","","","","",""
"Long Ride","Bike","Ride down to waterfall and back with the crew","3","","2025-04-18","","99774.34375","190","766","1885.86","","3.24937748908997","8.5290002822876","","83","","113","147","","","0.612617459286266","122.86","185","9","1","0","0","0","0","","","","97","56","26","11","3","2","","","","","",""
"Easy run","Run","","0.666666666666667","8000","2025-04-18","","","","",""," *21/04/2025 Aaron Kiss: foot arch was bad. No running today*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic swim","Swim","Main Set: 3 x - 4 x 150m on 2:00 - 3 x 100m threshold on 1:30 - 2 x 50m strong on 0:50 - 200m easy","1","","2025-04-19","","5000","","","","","1.10488805135091","1.25156445556946","","56","","132","166","","","0.917639472749515","85.38","34","9","13","11","0","0","0","","","","","","","","","","","","","","",""
"Gym S&C","Strength","Core: - 2 x 15rep sit ups - 1 x 40rep toe touches - 1 x 30rep russian med ball twists - 1 x 12rep leg raises - 1 x 12rep windscreen wipers - 1 x 30sec scissor kicks - 1 x 1min plank - 2 x 45 sec side plank Upper body: - 2 x 12rep push ups - 2 x 5rep weighted push up (10kg) - 2 x (2 x 10rep dumbell rows 20kg) - 3 x 6rep pull ups","0.75","","2025-04-19","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Long run","Run","","1.33333333333333","","2025-04-19","","","","",""," *21/04/2025 Aaron Kiss: foot arch still bad + fked my back in the gym*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2 endurance ride","Bike","Main Set: - 2 x 30min @220w","1.5","","2025-04-19","","53783.1015625","201","260","1098.181","","1.50944447517395","9.89700031280518","","78","","124","136","","","0.666418516313547","66.89","89","2","0","0","0","0","0","","","","7","82","1","0","0","0","","","","","",""
"LT swim","Swim","Main Set: - 6 x 150m on 2:00 - 400m pull w pad band - 4 x 200m on 3:00 - 400m pull w pad band - 6 x 150m on 2:00 - 400m pull w pad band","1.16666666666667","","2025-04-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2 ride","Bike","2 hours aerobic with Jess","2","","2025-04-20","","52098.87890625","188","600","1123.349","","1.958611369133","7.38899993896484","","84","","112","140","","","0.610839104115677","72.34","114","4","0","0","0","0","0","","","","60","37","15","4","1","1","","","","","",""
"Easy run - tentative to pain","Run","Race pace OTB","0.5","6000","2025-04-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy swim","Swim","Splash","0.5","","2025-04-21","","2240","","","","","0.459009165234036","1.35265700483092","","53","","116","129","","","0.989571138499222","30","28","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Gym S&C","Strength","Body weight: - 3 x 12rep push ups - 3 x 6rep pull ups Sauna session","0.75","","2025-04-21","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy ride","Bike","","0.75","","2025-04-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hard swim","Swim","Main Set: - 10 x 100m pull on 1:20 - 10 x 100m swim on 1:15 - 10 x 100m pull on 1:20 - 10 x 100m swim on 1:15","1","","2025-04-22","","4800","","","","","1.05262638833788","1.26415591256255","","57","","137","166","","","0.924671226293548","83.22","24","20","12","8","0","0","","","","","","","","","","","","","","","",""
"Pulse HP Squad","Run","","1","","2025-04-22","","15511.2001953125","405","595","1592.919","","1.09268224239349","3.94300007820129","","171","","149","175","","","0.848263960103949","87.28","10","26","3","6","6","17","","","","","3","0","0","1","1","60","","","","","",""
"Ride intervals","Bike","Threshold","2","","2025-04-23","","60915.4296875","210","669","1340.4","","1.92916083335876","8.77099990844727","","84","","128","164","","","0.715748284654711","98.2","74","14","15","13","0","0","","","","","70","18","11","7","2","4","","","","","",""
"LT1 endurance swim","Swim","2 rounds: - 5 x 100m (1:30, 1:20) - 4 x 200m (2:50, 2:40) - 3 x 300m (4:30, 4:20) - 2 x 400m (6:00, 5:40)","1.16666666666667","","2025-04-23","","5200","","","","","1.19490722338359","1.20649651972158","","56","","128","160","","","0.882448799211878","82.11","44","23","3","2","0","0","","","","","","","","","","","","","","","",""
"Endurance ride","Bike","","2","","2025-04-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pulse HP Squad","Run","","0.916666666666667","","2025-04-24","","11997.3701171875","374","642","1195.774","","0.886383593082428","3.75999999046326","","162","","137","175","","","0.815625666832932","65.13","22","14","1","3","2","12","","","","","8","0","0","0","0","45","","","","","",""
"LT swim","Swim","Main set: - 3 x 400m threshold on 6:00 - 6 x 100m best ave on 1:30","1","","2025-04-25","","4000","","","","","0.89111027929518","1.24223602484472","","57","","129","169","","","0.910225288560981","67.2","34","5","6","6","2","1","","","","","","","","","","","","","","","",""
"Gym S&C","Strength","Core: - 2 x 15rep sit ups - 1 x 40rep toe touches - 1 x 30rep russian med ball twists - 1 x 12rep leg raises - 1 x 30sec scissor kicks - 1 x 1min plank - 2 x 45 sec side plank Upper body: - 2 x 12rep push ups - 2 x 5rep weighted push up (15kg) - 2 x (2 x 6rep dumbell rows (22.5kg) - 3 x 6rep pull ups Lower body: - 3 x 5rep 3/4 squat (20kg) Progression: - calf raises - single leg deadlift - bulgarian squat - cable wood chopper","0.75","","2025-04-25","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Endurance ride","Bike","short before uni nats","1.5","","2025-04-25","","53141.51171875","197","270","1124.576","","1.50805556774139","9.78800010681152","","75","","120","133","","","0.650199482386355","63.5","95","0","0","0","0","0","","","","","94","1","0","0","0","0","","","","","",""
"Bondi swim","Swim","","0.833333333333333","","2025-04-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy run","Run","","1","","2025-04-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Uni nationals ride","Bike","","0.5","","2025-04-27","","19139.240234375","","","","","0.528813898563385","10.0539999008179","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","",""
"Warm up run","Run","","0.166666666666667","","2025-04-27","","1936.15002441406","379","603","208.234","","0.152477234601974","3.52699995040894","","170","","137","157","","","0.761851876093618","9.36","3","3","3","0","0","0","","","","","0","0","0","0","0","8","","","","","",""
"Uni nationals run","Run","","0.283333333333333","","2025-04-27","","5000","","","","","0.289444444444444","4.79846449136276","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","",""
"Uni nationals swim + warm up","Swim","","0.2","","2025-04-27","","1000","","","","","0.2","1.38888888888889","","","","","","","","","15","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic swim","Swim","Warm Up: - 1500m Main Set: 2 x - 2 x 400m on 5:40 - 300m pull - 200m race pace Cool Down: - 200m","1","","2025-04-28","","3500","","","","","0.814849168989393","1.18845500848896","","55","","","","","","0.870986004811721","53.84","","","","","","","","","","","","","","","","","","","","","",""
"Easy ride","Bike","","1","","2025-04-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trainer intervals","Bike","","1","","2025-04-29","","32255.970703125","235","564","759.635","","0.992017507553101","9.0319995880127","","86","","138","187","","","0.803136539777508","63.24","29","9","1","9","2","11","","","","","31","7","6","5","2","7","","","","","",""
"Pulse HP Squad","Run","Forgot my watch Main Set: - 6 x 1km @3:20pace rest 70sec","1","","2025-04-29","","11000","","","","","0.833333333333333","3.66666666666667","","","","","","","","","70","","","","","","","","","","","","","","","","","","","","","",""
"pre travel swim","Swim","","0.75","","2025-04-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Shake out swim","Swim","- 300m swim - 200m pull - 100m swim - 100m scull - 4 x 50m drill - 2 x 50m break out - 4 x 50m threshold full recovery - 100m pull - 100m swim","0.5","","2025-05-01","","1600","","","","","0.5","0.888888888888889","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","",""
"Easy ride","Bike","","0.75","","2025-05-01","","23839.220703125","157","589","392.31","","0.796272218227386","8.31599998474121","","85","","117","144","","","0.524496981500387","21.99","44","4","0","0","0","0","","","","","43","2","1","0","0","1","","","","","",""
"Easy run","Run","","0.5","","2025-05-01","","5789.08984375","340","489","601.283","","0.489765554666519","3.28299999237061","","166","","135","147","","","0.703514944008548","26.36","7","22","0","0","0","0","","","","","1","0","0","0","0","28","","","","","",""
"Swim fam","Swim","2 x ~150m threshold efforts included","0.333333333333333","","2025-05-02","","1249.25","","","","","0.334356099367142","1.03799998760223","","29","","138","166","","","0.757635764289525","14.54","7","8","3","1","1","0","","","","","","","","","","","","","","","",""
"Bike fam","Bike","","0.333333333333333","","2025-05-02","","10221.6201171875","125","447","140.944","","0.387556672096252","7.32600021362305","","79","","","","","","0.438764708250271","7.3","","","","","","","","","","","22","1","0","0","0","0","","","","","",""
"Activation run","Run","Include: 2 x 2min @3:33pace","0.416666666666667","","2025-05-02","","4885.64013671875","365","544","500.689","","0.379920810461044","3.57200002670288","","168","","147","170","","","0.76185837890625","23.85","3","6","9","3","1","1","","","","","1","0","0","0","0","21","","","","","",""
"Warm Up bike","Bike","- 5min @160w - 1min @200w - 1min @220w - 1min @ 240w - 1min @260w - 2min easy spin - 30sec @300w - 1:30min easy","0.216666666666667","","2025-05-03","","67.0299987792969","177","356","137.988","","0.216720551252365","0.0860000029206276","","85","","","","","","0.627787199993345","8.24","","","","","","","","","","","10","2","0","0","0","0","","","","","",""
"Subic bay asia cup bike","Bike","","1","","2025-05-03","","40974.3984375","","","","","1.06374275684357","10.6999998092651","","","","","","","","","80","","","","","","","","","","","","","","","","","","","","","",""
"Subic bay asia cup run","Run","","0.666666666666667","","2025-05-03","","9800","","","","","0.688888888888889","3.95161290322581","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","",""
"Subic bay asia cup swim","Swim","","0.32","","2025-05-03","","1500","","","","","0.32","1.30208333333333","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","",""
"Road Cycling","Bike","","","","2025-05-06","","50498.6796875","193","696","920.348","","1.52084863185883","9.22299957275391","","86","","118","145","","","0.611373669540777","56.78","82","9","0","0","0","0","","","","","70","10","4","2","1","3","","","","","",""
"Easy run","Run","","","","2025-05-16","","4000","","","","","0.333333333333333","3.33333333333333","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","",""
"Zwift - Dust In The Wind in Watopia","Bike","90min easy spin. Back into it","1.5","","2025-05-18","","44708.12890625","183","264","997.52","","1.50611114501953","8.24499988555908","","83","","0","0","","","0.602650735269599","54.72","","","","","","","","","","","90","1","0","0","0","0","","","","","",""
"Easy swim","Swim","Easy feel for water swim","0.5","2400","2025-05-19","","2400","","","","","0.586138332155016","1.13314447592068","","53","","121","150","","","0.830293191843249","33.55","29","6","0","0","0","0","","","","","","","","","","","","","","","",""
"Gym S&C","Strength","Core: - 2 x 15rep sit ups - 1 x 40rep toe touches - 1 x 30rep russian med ball twists - 1 x 12rep leg raises - 1 x 30sec scissor kicks - 1 x 1min plank - 2 x 45 sec side plank Upper body: - 3 x 12rep push ups - 2 x (2 x 6rep dumbell rows (22.5kg) - 3 x 5rep pull ups Lower body: - 2 x 5rep 3/4 squat (20kg) - 2 x 15rep calf raises (no weight)","0.5","","2025-05-19","","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy ride","Bike","","1.5","","2025-05-20","","45542.16015625","201","558","1029.457","","1.67559504508972","7.55000019073486","","86","","125","161","","","0.61738760656338","63.62","73","24","3","0","0","0","","","","","78","11","3","2","1","5","","","","","",""
"Pulse HP Squad","Run","Main Set: - 5km steady ~4min pace","0.666666666666667","8000","2025-05-20","","8931.73046875","403","572","954.168","","0.655418336391449","3.78500008583069","","172","","142","165","","","0.814810101967096","47.73","10","15","3","11","1","0","","","","","0","0","0","1","0","38","","","","","",""
"Interval ride","Bike","Main Set: - 3 x 10min tempo - 8 x 40sec/20sec as 360w/180w","1.5","","2025-05-21","","51628.140625","214","446","1119.848","","1.45333337783813","9.86699962615967","","84","","143","175","","","0.740122784202024","79.11","24","20","34","2","1","6","","","","","47","33","1","0","0","5","","","","","",""
"Swim","Swim","","0.833333333333333","3000","2025-05-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pulse HP Squad","Run","Main Set: - 3 x 2km @3:30pace, rest 2min","0.666666666666667","8000","2025-05-22","","11142.7099609375","401","961","1175.413","","0.811896979808807","3.81200003623962","","163","","141","180","","","0.848387433884636","64.38","13","17","11","5","0","2","","","","","5","1","0","0","1","42","","","","","",""
"Swim","Swim","","0.833333333333333","4000","2025-05-23","","3100","","","","","0.755411107275221","1.13428466886206","","52","","125","150","","","0.832144384768872","43.53","30","15","0","0","0","0","","","","","","","","","","","","","","","",""
"Gym S&C","Strength","","0.5","","2025-05-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy ride","Bike","90mins steady z2","1.5","","2025-05-23","","48546.55078125","219","317","1163.389","","1.47333335876465","9.15200042724609","","83","","138","156","","","0.730433009307509","78.1","25","46","17","0","0","0","","","","","41","44","2","1","0","0","","","","","",""
"Swim","Swim","","0.833333333333333","4000","2025-05-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Endurance run","Run","","1","12000","2025-05-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Long Ride","Bike","3hr easy with the squad to kurnell and back","3","","2025-05-24","","92435.203125","182","720","1686.351","","3.00174617767334","8.55399990081787","","86","","116","151","","","0.562981524610241","95.56","157","23","0","0","0","0","","","","","150","16","4","2","1","6","","","","","",""
"Long ride","Bike","","2","","2025-05-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy run","Run","","0.5","6000","2025-05-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim session","Swim","3km choice easy","0.666666666666667","","2025-05-26","","3000","","","","","0.713963055080838","1.15874855156431","","54","","123","145","","","0.852051557856107","44.16","34","9","0","0","0","0","","","","","","","","","","","","","","","",""
"Gym S&C","Strength","Core: - 2 x 15rep sit ups - 1 x 40rep toe touches - 1 x 30rep russian med ball twists - 1 x 12rep leg raises - 1 x 30sec scissor kicks - 1 x 1min plank - 2 x 45 sec side plank Upper body: - 3 x 12rep push ups - 2 x (2 x 6rep dumbell rows (22.5kg) - 3 x 5rep pull ups Lower body: - 2 x 5rep 3/4 squat (20kg) - 2 x 15rep calf raises (no weight)","0.5","","2025-05-26","","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pulse HP Squad","Run","Main Set: - 5 x 1k grass tempo, 80sec rest","0.833333333333333","","2025-05-27","","10355.2197265625","370","645","1067.317","","0.799381673336029","3.59800004959106","","157","","134","167","","","0.782741198174232","53.92","17","27","3","0","0","0","","","","","6","0","0","0","0","42","","","","","",""
"Easy ride","Bike","Few easy days. Body not feeling right after yesteday session","1","","2025-05-28","","28498.580078125","176","858","570.197","","0.998056352138519","7.93200016021729","","85","","119","147","","","0.545941415848591","29.56","54","6","0","0","0","0","","","","","52","4","1","1","0","1","","","","","",""
"Pulse HP Squad","Run","Easy run instead of intervals - letting the body bounce back a bit still","0.833333333333333","","2025-05-29","","8039.35986328125","351","496","835.514","","0.659300565719604","3.38700008392334","","170","","133","150","","","0.72431408547822","37.93","13","26","1","0","0","0","","","","","0","0","0","1","1","37","","","","","",""
"Swim session","Swim","Main Set: 3 x - 600m - 4 x 100m pull desc 1-4","1","","2025-05-29","","4200","","","","","1","1.16666666666667","","","","","","","","","60","","","","","","","","","","","","","","","","","","","","","",""
"Easy ride","Bike","90mins steady z2","1.5","","2025-05-30","","49271.05078125","210","281","1099.213","","1.42138886451721","9.62800025939941","","83","","130","149","","","0.702529699588983","69.8","43","44","1","0","0","0","","","","","45","41","1","0","0","0","","","","","",""
"Gym S&C","Strength","Core: - 2 x 15rep sit ups - 1 x 40rep toe touches - 1 x 30rep russian med ball twists - 1 x 12rep leg raises - 1 x 30sec scissor kicks - 1 x 1min plank - 2 x 45 sec side plank Upper body: - 3 x 12rep push ups - 2 x (2 x 6rep dumbell rows (22.5kg) - 3 x 5rep pull ups Lower body: - 2 x 5rep 3/4 squat (20kg) - 2 x 15rep calf raises (no weight)","0.5","","2025-05-30","","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Long Ride","Bike","Akuna loop with the squad","3","","2025-05-31","","85834.5234375","208","716","1722.778","","2.95588254928589","8.06599998474121","","83","","131","164","","","0.6353914340622","119.99","110","52","10","6","0","0","","","","","124","24","9","5","2","12","","","","","",""
"Bondi OW session","Swim","Aerobic in the pool - no OW session today","1","","2025-06-01","","4000","","","","","1","1.11111111111111","","","","","","","","","60","","","","","","","","","","","","","","","","","","","","","",""
"Manly swim","Swim","Easy open water session with the squad","0.666666666666667","","2025-06-02","","2611.88989257813","","","","","0.67343807220459","1.07700002193451","","28","","120","151","","","0.78646166600502","32.76","33","7","0","0","0","0","","","","","","","","","","","","","","","",""
"Gym S&C","Strength","Core: - 1 x 30rep russian med ball twists - 1 x 12rep leg raises - 1 x 30sec scissor kicks - 1 x 1min plank - 2 x 45 sec side plank - 2 x 8rep cable twists Upper body: - 3 x 12rep push ups - 2 x (2 x 6rep dumbell rows (22.5kg) - 3 x 5rep pull ups Lower body: - 2 x 5rep 3/4 squat (40kg) - 2 x 15rep calf raises (no weight)","0.5","","2025-06-02","","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic ride","Bike","70mins aerobic on trainer","1.16666666666667","","2025-06-02","","42267.69921875","199","250","840.429","","1.17194449901581","10.0179996490479","","84","","123","136","","","0.64990206945983","49.03","68","2","0","0","0","0","","","","","70","0","0","0","0","0","","","","","",""
"Swim session","Swim","Main Set: - 3 x 400m swim - 4 x 100m (50 drill / 50 swim) - 3 x 300m pull - 4 x 50m scull","1","","2025-06-03","","4150","","","","","1.05225666364034","1.09210526315789","","50","","126","148","","","0.799736230575596","53.82","40","23","0","0","0","0","","","","","","","","","","","","","","","",""
"Pulse HP Squad","Run","Main Set: - 12 x 500m grass threshold, rest 30sec","0.833333333333333","","2025-06-03","","11716.990234375","367","631","1179.577","","0.892735540866852","3.64599990844727","","160","","147","174","","","0.785462833129242","60.84","10","22","4","5","3","10","","","","","7","0","0","0","0","46","","","","","",""
"Stretching & mobility","Other","Full routine + foam rolling","","","2025-06-03","","","","","","","0.333333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy run","Run","easy mileage","0.416666666666667","","2025-06-04","","5016.93994140625","369","498","530.059","","0.398244142532349","3.49900007247925","","171","","138","155","","","0.746404517264074","24.02","10","6","8","0","0","0","","","","","0","0","1","0","0","22","","","","","",""
"Aerobic ride","Bike","Indoors due to rain","2","","2025-06-04","","28910.150390625","186","286","725.423","","1.00805556774139","7.96600008010864","","85","","123","149","","","0.623337343640636","38.79","54","12","0","0","0","0","","","","","56","9","1","0","0","0","","","","","",""
"Stretching & mobility","Other","Full routine + foam rolling","","","2025-06-04","","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim session","Swim","Main Set: 3 x - 400m swim - 300m pull - 200m swim - 4 x 50m build 1-4","1","","2025-06-05","","4000","","","","","1","1.11111111111111","","","","","","","","","60","","","","","","","","","","","","","","","","","","","","","",""
"Pulse HP Squad","Run","Main Set: - 2 x 1k - 1 x 2k - 2 x 1k all grass tempo","0.833333333333333","","2025-06-05","","11732.4501953125","374","683","1194.372","","0.887024760246277","3.67400002479553","","163","","138","172","","","0.798822126295655","62.51","21","15","6","2","1","9","","","","","5","0","0","0","0","48","","","","","",""
"Swim session","Swim","Main Set: 2 x - 600m pull - (1st round 3 x 200m, 2nd round 6 x 100m) - 4 x 50m build","1","","2025-06-06","","4300","","","","","1.03527749379476","1.14636097040789","","53","","128","148","","","0.842232589494798","61.85","43","19","0","0","0","0","","","","","","","","","","","","","","","",""
"Gym S&C","Strength","Core: - 1 x 30rep russian med ball twists - 1 x 12rep leg raises - 1 x 30sec scissor kicks - 1 x 1min plank - 2 x 45 sec side plank - 2 x 8rep cable twists Lower body: - 2 x 5rep 3/4 squat (40kg) - 2 x 15rep calf raises (no weight) No heavy upper body due to blood draw","0.5","","2025-06-06","","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic ride","Bike","","2","","2025-06-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy run","Run","easy mileage","0.5","","2025-06-07","","6023.02001953125","359","502","629.3","","0.48565137386322","3.4449999332428","","169","","135","146","","","0.736167745668543","28.63","5","24","0","0","0","0","","","","","0","0","0","0","1","27","","","","","",""
"Long Ride","Bike","steady Z2 royal national park loop with Schofields","3.5","","2025-06-07","","100672.1171875","210","800","2296.183","","3.34097576141357","8.36999988555908","","83","","132","159","","","0.677401998875414","153.29","91","96","13","1","0","0","","","","","132","37","12","5","2","10","","","","","",""
"Long Run","Run","easy 14km loop","1.16666666666667","","2025-06-08","","14027.509765625","368","493","1505.146","","1.13337218761444","3.43799996376038","","171","","135","154","","","0.751853216271522","71.23","20","45","3","0","0","0","","","","","1","0","1","1","2","63","","","","","",""
"Bondi OW session","Swim","With Schofields & Joel 4 x laps as: - 1 easy - 1 tempo (rotation turns at front) - 1 easy - 1 threshold ~160bpm bouy turn practice to finish","0.833333333333333","","2025-06-08","","3270.42993164063","","","","","0.863875806331635","1.05200004577637","","28","","138","165","","","0.767668811946599","39.08","12","34","4","2","0","0","","","","","","","","","","","","","","","",""
"Manly swim","Swim","Easy open water session with squad","0.666666666666667","","2025-06-09","","3000","","","","","0.6844841837883","1.21746178081314","","26","","129","159","","","0.595383529353985","30","20","19","1","1","0","0","","","","","","","","","","","","","","","",""
"Gym S&C","Strength","Core: - 1 x 30rep russian med ball twists - 1 x 12rep leg raises - 1 x 30sec scissor kicks - 1 x 1min plank - 2 x 45 sec side plank - 2 x 8rep cable twists Upper body: - 3 x 12rep push ups - 2 x (2 x 6rep dumbell rows (22.5kg) - 3 x 4rep weighted pull ups (10kg) Lower body: - 2 x 5rep 3/4 squat (50kg) - 2 x 15rep calf raises (no weight)","0.5","","2025-06-09","","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pulse HP Squad","Run","Main Set: - 10 x 400m grass tempo; rest 30sec - 6 x 400m grass threshold; rest 30sec","0.833333333333333","","2025-06-10","","12055.259765625","359","658","1243.351","","0.961432218551636","3.48300004005432","","155","","141","175","","","0.770885232759075","63.25","10","29","8","6","2","4","","","","","9","0","0","0","0","48","","","","","",""
"Interval ride","Bike","Main Set: - 3 x 15min LT1","2","","2025-06-11","","58906.98046875","203","291","1342.886","","1.83611106872559","8.91100025177002","","82","","128","149","","","0.689487056497279","87.01","60","50","0","0","0","0","","","","","62","46","2","0","0","0","","","","","",""
"Easy run","Run","Easy milage","0.416666666666667","","2025-06-11","","5019.18994140625","355","479","528.367","","0.413337230682373","3.37299990653992","","170","","138","159","","","0.724312386221764","23.5","6","16","2","1","0","0","","","","","0","0","0","1","1","23","","","","","",""
"Swim session","Swim","Main Set: 2 x - 2 x 300m pull - 400m swim - 8 x 50m threshold on 0:50 - 100m easy","1","","2025-06-11","","4200","","","","","1","1.16666666666667","","","","","","","","","60","","","","","","","","","","","","","","","","","","","","","",""
